CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score,RFM_Level
13593,109,29,507.47,2,4,4,244,10.0,Top
13594,53,5,56.51,2,2,1,221,5.0,Low
13596,6,35,147.43,4,4,3,443,11.0,Top
13598,48,4,15.65,3,1,1,311,5.0,Low
13599,2,45,1139.8199999999995,4,4,4,444,12.0,Top
13600,313,6,48.57,1,2,1,121,4.0,Low
13601,46,18,134.25,3,3,2,332,8.0,Middle
13602,65,6,101.1,2,2,2,222,6.0,Middle
13603,27,8,62.19,3,2,2,322,7.0,Middle
13606,30,5,25.32,3,2,1,321,6.0,Middle
13607,41,27,179.72000000000003,3,4,3,343,10.0,Top
13610,13,56,284.67,4,4,3,443,11.0,Top
13611,90,14,234.8,2,3,3,233,8.0,Middle
13614,25,41,327.6799999999999,3,4,3,343,10.0,Top
13615,319,6,103.8,1,2,2,122,5.0,Low
13617,41,13,136.47,3,3,3,333,9.0,Middle
13618,174,4,38.26,1,1,1,111,3.0,Low
13621,117,2,32.4,2,1,1,211,4.0,Low
13623,31,18,183.05,3,3,3,333,9.0,Middle
13626,253,3,45.2,1,1,1,111,3.0,Low
13627,60,18,298.43000000000006,2,3,3,233,8.0,Middle
13629,24,16,2480.76,3,3,4,334,10.0,Top
13630,6,17,403.99,4,3,4,434,11.0,Top
13631,207,1,100.0,1,1,2,112,4.0,Low
13632,25,25,363.81,3,4,4,344,11.0,Top
13634,34,33,352.33,3,4,4,344,11.0,Top
13635,68,15,243.23,2,3,3,233,8.0,Middle
13636,37,13,185.0,3,3,3,333,9.0,Middle
13637,53,29,256.25,2,4,3,243,9.0,Middle
13638,16,3,38.1,4,1,1,411,6.0,Middle
13639,75,10,270.78,2,3,3,233,8.0,Middle
13642,216,9,51.07,1,2,1,121,4.0,Low
13643,32,8,152.7,3,2,3,323,8.0,Middle
13644,17,33,639.34,4,4,4,444,12.0,Top
13645,121,1,19.9,2,1,1,211,4.0,Low
13647,10,13,240.56,4,3,3,433,10.0,Top
13649,257,1,15.3,1,1,1,111,3.0,Low
13650,17,26,461.92,4,4,4,444,12.0,Top
13652,46,9,170.68,3,2,3,323,8.0,Middle
13654,44,27,442.9399999999998,3,4,4,344,11.0,Top
13655,115,12,190.16,2,3,3,233,8.0,Middle
13656,165,7,62.11999999999999,1,2,2,122,5.0,Low
13657,11,2,22.8,4,1,1,411,6.0,Middle
13658,10,12,244.46,4,3,3,433,10.0,Top
13659,206,18,268.33,1,3,3,133,7.0,Middle
13662,86,8,134.84,2,2,2,222,6.0,Middle
13663,180,1,5.04,1,1,1,111,3.0,Low
13666,61,2,12.55,2,1,1,211,4.0,Low
13667,150,19,53.94000000000001,1,3,1,131,5.0,Low
13668,3,93,1320.5700000000004,4,4,4,444,12.0,Top
13669,51,3,60.45,3,1,2,312,6.0,Middle
13670,76,3,59.94,2,1,2,212,5.0,Low
13673,19,14,110.92000000000002,4,3,2,432,9.0,Middle
13675,152,9,167.04000000000005,1,2,3,123,6.0,Middle
13678,152,2,11.64,1,1,1,111,3.0,Low
13680,2,30,983.16,4,4,4,444,12.0,Top
13681,18,12,177.88,4,3,3,433,10.0,Top
13682,188,2,42.5,1,1,1,111,3.0,Low
13684,286,8,14.8,1,2,1,121,4.0,Low
13685,4,8,754.27,4,2,4,424,10.0,Top
13686,183,1,8.5,1,1,1,111,3.0,Low
13689,64,2,358.0,2,1,4,214,7.0,Middle
13690,60,2,32.7,2,1,1,211,4.0,Low
13692,25,8,324.9000000000001,3,2,3,323,8.0,Middle
13694,4,115,12768.029999999995,4,4,4,444,12.0,Top
13695,32,14,305.27,3,3,3,333,9.0,Middle
13697,39,4,48.32,3,1,1,311,5.0,Low
13699,156,3,63.6,1,1,2,112,4.0,Low
13700,27,48,495.38,3,4,4,344,11.0,Top
13703,319,1,99.5,1,1,2,112,4.0,Low
13704,6,18,320.97,4,3,3,433,10.0,Top
13705,8,3,99.36,4,1,2,412,7.0,Middle
13706,303,4,41.10000000000001,1,1,1,111,3.0,Low
13707,268,5,110.45,1,2,2,122,5.0,Low
13708,272,17,88.43,1,3,2,132,6.0,Middle
13709,4,62,1458.9300000000005,4,4,4,444,12.0,Top
13710,32,2,23.28,3,1,1,311,5.0,Low
13711,219,4,88.19,1,1,2,112,4.0,Low
13712,247,1,15.0,1,1,1,111,3.0,Low
13715,282,24,198.25000000000003,1,4,3,143,8.0,Middle
13716,270,5,25.85,1,2,1,121,4.0,Low
13717,33,16,204.66,3,3,3,333,9.0,Middle
13718,247,3,73.1,1,1,2,112,4.0,Low
13719,16,15,278.09000000000003,4,3,3,433,10.0,Top
13720,117,8,118.1,2,2,2,222,6.0,Middle
13721,37,6,127.95,3,2,2,322,7.0,Middle
13722,132,16,437.44000000000005,2,3,4,234,9.0,Middle
13723,218,1,19.75,1,1,1,111,3.0,Low
13725,50,14,215.95,3,3,3,333,9.0,Middle
13726,39,12,349.94,3,3,4,334,10.0,Top
13727,29,7,103.85,3,2,2,322,7.0,Middle
13728,37,11,187.7,3,3,3,333,9.0,Middle
13730,136,13,288.47,2,3,3,233,8.0,Middle
13731,220,12,215.52,1,3,3,133,7.0,Middle
13732,29,4,71.4,3,1,2,312,6.0,Middle
13735,25,44,720.4899999999999,3,4,4,344,11.0,Top
13736,6,28,84.36000000000001,4,4,2,442,10.0,Top
13737,201,8,46.45,1,2,1,121,4.0,Low
13740,241,3,30.48,1,1,1,111,3.0,Low
13741,72,8,153.21,2,2,3,223,7.0,Middle
13742,17,59,569.5099999999999,4,4,4,444,12.0,Top
13743,3,7,275.88,4,2,3,423,9.0,Middle
13744,96,18,301.48,2,3,3,233,8.0,Middle
13745,163,7,111.71999999999998,1,2,2,122,5.0,Low
13748,96,7,215.15,2,2,3,223,7.0,Middle
13750,54,8,467.07000000000005,2,2,4,224,8.0,Middle
13751,289,2,169.2,1,1,3,113,5.0,Low
13752,156,16,204.58,1,3,3,133,7.0,Middle
13753,288,4,63.9,1,1,2,112,4.0,Low
13754,318,3,45.3,1,1,1,111,3.0,Low
13755,4,68,520.7699999999999,4,4,4,444,12.0,Top
13756,3,23,831.33,4,4,4,444,12.0,Top
13758,39,17,423.65,3,3,4,334,10.0,Top
13759,72,8,282.44,2,2,3,223,7.0,Middle
13760,55,8,30.04,2,2,1,221,5.0,Low
13761,51,11,162.09,3,3,3,333,9.0,Middle
13762,219,1,30.0,1,1,1,111,3.0,Low
13763,64,2,281.52,2,1,3,213,6.0,Middle
13764,71,27,154.42999999999995,2,4,3,243,9.0,Middle
13767,26,72,2940.199999999999,3,4,4,344,11.0,Top
13769,3,25,729.2600000000001,4,4,4,444,12.0,Top
13771,65,18,331.9,2,3,3,233,8.0,Middle
13772,34,35,212.15,3,4,3,343,10.0,Top
13774,82,4,62.35,2,1,2,212,5.0,Low
13777,9,32,4401.259999999998,4,4,4,444,12.0,Top
13778,104,1,27.25,2,1,1,211,4.0,Low
13780,8,12,62.31,4,3,2,432,9.0,Middle
13781,251,6,37.83000000000001,1,2,1,121,4.0,Low
13782,13,26,227.92000000000007,4,4,3,443,11.0,Top
13784,219,2,55.8,1,1,1,111,3.0,Low
13787,76,5,13.89,2,2,1,221,5.0,Low
13790,5,8,85.26,4,2,2,422,8.0,Middle
13791,128,3,648.0,2,1,4,214,7.0,Middle
13792,67,2,38.4,2,1,1,211,4.0,Low
13798,3,75,8167.579999999999,4,4,4,444,12.0,Top
13799,117,7,136.3,2,2,2,222,6.0,Middle
13800,310,8,151.8,1,2,3,123,6.0,Middle
13801,67,2,30.3,2,1,1,211,4.0,Low
13802,139,14,1114.98,2,3,4,234,9.0,Middle
13803,256,3,57.7,1,1,1,111,3.0,Low
13804,31,21,374.92,3,3,4,334,10.0,Top
13805,53,4,303.4000000000001,2,1,3,213,6.0,Middle
13808,6,12,339.7,4,3,4,434,11.0,Top
13819,302,8,241.8,1,2,3,123,6.0,Middle
13821,145,13,77.69,1,3,2,132,6.0,Middle
13822,41,23,93.59000000000002,3,4,2,342,9.0,Middle
13823,19,12,341.55,4,3,4,434,11.0,Top
13824,242,8,216.5,1,2,3,123,6.0,Middle
13826,177,1,25.5,1,1,1,111,3.0,Low
13827,58,17,76.18,2,3,2,232,7.0,Middle
13828,23,1,10.2,3,1,1,311,5.0,Low
13831,17,18,367.91,4,3,4,434,11.0,Top
13832,20,1,19.8,3,1,1,311,5.0,Low
13833,160,6,97.7,1,2,2,122,5.0,Low
13835,26,9,160.18,3,2,3,323,8.0,Middle
13837,212,2,8.5,1,1,1,111,3.0,Low
13838,6,30,106.15000000000002,4,4,2,442,10.0,Top
13842,59,41,664.89,2,4,4,244,10.0,Top
13844,12,5,111.1,4,2,2,422,8.0,Middle
13846,25,14,242.45,3,3,3,333,9.0,Middle
13848,298,1,85.0,1,1,2,112,4.0,Low
13849,52,25,401.78,2,4,4,244,10.0,Top
13850,130,19,308.63,2,3,3,233,8.0,Middle
13851,96,17,366.54,2,3,4,234,9.0,Middle
13853,58,4,139.39999999999998,2,1,3,213,6.0,Middle
13854,9,18,1367.8900000000006,4,3,4,434,11.0,Top
13856,169,3,112.8,1,1,2,112,4.0,Low
13858,58,3,50.37000000000001,2,1,1,211,4.0,Low
13859,327,8,50.09,1,2,1,121,4.0,Low
13860,2,18,294.94,4,3,3,433,10.0,Top
13862,19,22,390.55,4,4,4,444,12.0,Top
13863,248,4,60.18,1,1,2,112,4.0,Low
13865,59,7,121.82,2,2,2,222,6.0,Middle
13866,75,1,24.9,2,1,1,211,4.0,Low
13867,32,11,180.56,3,3,3,333,9.0,Middle
13868,39,5,108.05,3,2,2,322,7.0,Middle
13869,124,63,674.3799999999998,2,4,4,244,10.0,Top
13870,3,28,563.3299999999998,4,4,4,444,12.0,Top
13871,23,54,997.16,3,4,4,344,11.0,Top
13873,120,2,47.7,2,1,1,211,4.0,Low
13874,359,4,227.65,1,1,3,113,5.0,Low
13875,54,27,442.64,2,4,4,244,10.0,Top
13876,64,3,58.6,2,1,1,211,4.0,Low
13878,55,9,313.42,2,2,3,223,7.0,Middle
13880,22,30,708.8299999999998,3,4,4,344,11.0,Top
13881,26,31,2785.21,3,4,4,344,11.0,Top
13882,3,17,284.74,4,3,3,433,10.0,Top
13883,11,28,527.69,4,4,4,444,12.0,Top
13884,8,12,171.50000000000003,4,3,3,433,10.0,Top
13885,201,3,64.7,1,1,2,112,4.0,Low
13886,72,3,39.7,2,1,1,211,4.0,Low
13887,205,5,78.96000000000002,1,2,2,122,5.0,Low
13888,120,11,160.51,2,3,3,233,8.0,Middle
13889,93,5,133.7,2,2,2,222,6.0,Middle
13890,2,14,246.54,4,3,3,433,10.0,Top
13892,65,5,105.4,2,2,2,222,6.0,Middle
13893,298,5,84.80000000000003,1,2,2,122,5.0,Low
13894,24,4,65.4,3,1,2,312,6.0,Middle
13895,29,23,539.74,3,4,4,344,11.0,Top
13897,51,5,74.9,3,2,2,322,7.0,Middle
13898,326,2,29.85,1,1,1,111,3.0,Low
13899,275,3,78.9,1,1,2,112,4.0,Low
13900,193,7,121.22,1,2,2,122,5.0,Low
13901,73,27,496.62000000000006,2,4,4,244,10.0,Top
13904,38,3,50.4,3,1,1,311,5.0,Low
13908,80,26,491.82,2,4,4,244,10.0,Top
13911,58,31,473.54,2,4,4,244,10.0,Top
13914,12,3,67.86,4,1,2,412,7.0,Middle
13917,50,3,17.04,3,1,1,311,5.0,Low
13918,50,4,106.3,3,1,2,312,6.0,Middle
13922,352,2,51.75,1,1,1,111,3.0,Low
13923,54,6,98.42000000000002,2,2,2,222,6.0,Middle
13924,2,23,337.24000000000007,4,4,4,444,12.0,Top
13925,122,10,142.47,2,3,3,233,8.0,Middle
13926,24,1,20.4,3,1,1,311,5.0,Low
13927,75,3,47.2,2,1,1,211,4.0,Low
13928,11,6,91.32,4,2,2,422,8.0,Middle
13929,170,2,433.7,1,1,4,114,6.0,Middle
13930,58,2,30.6,2,1,1,211,4.0,Low
13931,96,16,280.90000000000003,2,3,3,233,8.0,Middle
13933,110,3,77.1,2,1,2,212,5.0,Low
13934,264,10,219.25,1,3,3,133,7.0,Middle
13936,180,7,112.54,1,2,2,122,5.0,Low
13937,170,2,50.39999999999999,1,1,1,111,3.0,Low
13938,36,3,21.94,3,1,1,311,5.0,Low
13939,24,13,149.91,3,3,3,333,9.0,Middle
13940,18,7,141.54000000000005,4,2,3,423,9.0,Middle
13941,22,6,547.2,3,2,4,324,9.0,Middle
13946,202,2,131.39999999999998,1,1,2,112,4.0,Low
13947,66,1,19.8,2,1,1,211,4.0,Low
13948,361,1,46.8,1,1,1,111,3.0,Low
13949,3,30,454.94000000000005,4,4,4,444,12.0,Top
13950,12,3,55.08,4,1,1,411,6.0,Middle
13951,177,7,115.38,1,2,2,122,5.0,Low
13952,218,32,722.0599999999997,1,4,4,144,9.0,Middle
13953,8,3,795.0,4,1,4,414,9.0,Middle
13954,2,9,176.5,4,2,3,423,9.0,Middle
13955,155,9,72.98000000000002,1,2,2,122,5.0,Low
13956,6,32,266.48,4,4,3,443,11.0,Top
13959,80,19,142.96000000000004,2,3,3,233,8.0,Middle
13960,22,2,24.660000000000004,3,1,1,311,5.0,Low
13962,246,1,15.3,1,1,1,111,3.0,Low
13963,309,3,45.2,1,1,1,111,3.0,Low
13967,146,1,45.0,1,1,1,111,3.0,Low
13969,8,129,1970.97,4,4,4,444,12.0,Top
13971,19,26,467.36,4,4,4,444,12.0,Top
13972,202,3,53.9,1,1,1,111,3.0,Low
13973,288,5,177.2,1,2,3,123,6.0,Middle
13974,50,3,39.96,3,1,1,311,5.0,Low
13975,32,63,433.75000000000017,3,4,4,344,11.0,Top
13978,46,3,63.32000000000001,3,1,2,312,6.0,Middle
13979,74,15,227.0,2,3,3,233,8.0,Middle
13980,61,4,91.66,2,1,2,212,5.0,Low
13982,40,15,325.35,3,3,3,333,9.0,Middle
13983,30,23,826.94,3,4,4,344,11.0,Top
13984,326,1,11.8,1,1,1,111,3.0,Low
13985,5,68,1406.42,4,4,4,444,12.0,Top
13986,18,3,58.13,4,1,1,411,6.0,Middle
13988,20,42,661.7399999999999,3,4,4,344,11.0,Top
13989,66,11,316.6,2,3,3,233,8.0,Middle
13990,214,3,54.55,1,1,1,111,3.0,Low
13991,13,21,195.13,4,3,3,433,10.0,Top
13992,31,1,20.0,3,1,1,311,5.0,Low
13993,43,14,541.28,3,3,4,334,10.0,Top
13994,4,26,467.03999999999985,4,4,4,444,12.0,Top
13995,57,14,217.43,2,3,3,233,8.0,Middle
13999,11,27,588.9800000000001,4,4,4,444,12.0,Top
14000,212,3,60.0,1,1,2,112,4.0,Low
14001,46,8,496.2000000000001,3,2,4,324,9.0,Middle
14002,135,5,70.28,2,2,2,222,6.0,Middle
14004,44,37,1170.75,3,4,4,344,11.0,Top
14005,10,22,697.3600000000001,4,4,4,444,12.0,Top
14006,116,6,196.32,2,2,3,223,7.0,Middle
14009,199,11,199.11,1,3,3,133,7.0,Middle
14012,278,3,104.4,1,1,2,112,4.0,Low
14013,111,6,82.38,2,2,2,222,6.0,Middle
14014,78,4,28.24,2,1,1,211,4.0,Low
14015,53,4,189.42,2,1,3,213,6.0,Middle
14019,47,8,204.85,3,2,3,323,8.0,Middle
14020,17,7,119.06,4,2,2,422,8.0,Middle
14021,156,8,218.85,1,2,3,123,6.0,Middle
14022,226,6,64.86,1,2,2,122,5.0,Low
14023,8,6,110.5,4,2,2,422,8.0,Middle
14024,122,4,66.15,2,1,2,212,5.0,Low
14027,61,1,10.2,2,1,1,211,4.0,Low
14029,64,1,25.5,2,1,1,211,4.0,Low
14030,19,37,297.68000000000006,4,4,3,443,11.0,Top
14031,8,41,2504.6800000000007,4,4,4,444,12.0,Top
14032,17,26,484.42,4,4,4,444,12.0,Top
14034,23,23,66.69,3,4,2,342,9.0,Middle
14035,29,15,275.12,3,3,3,333,9.0,Middle
14036,285,8,137.0,1,2,3,123,6.0,Middle
14037,365,4,15.75,1,1,1,111,3.0,Low
14038,79,14,237.70000000000005,2,3,3,233,8.0,Middle
14039,34,3,102.6,3,1,2,312,6.0,Middle
14040,62,40,696.3,2,4,4,244,10.0,Top
14041,267,4,11.8,1,1,1,111,3.0,Low
14044,27,38,118.19000000000004,3,4,2,342,9.0,Middle
14047,9,3,113.1,4,1,2,412,7.0,Middle
14048,306,21,95.47,1,3,2,132,6.0,Middle
14049,17,97,1048.92,4,4,4,444,12.0,Top
14050,32,12,184.73,3,3,3,333,9.0,Middle
14051,1,32,2688.9500000000007,4,4,4,444,12.0,Top
14052,20,11,38.99999999999999,3,3,1,331,7.0,Middle
14054,66,1,9.96,2,1,1,211,4.0,Low
14055,107,2,137.6,2,1,3,213,6.0,Middle
14056,2,205,1618.4600000000007,4,4,4,444,12.0,Top
14057,24,52,1356.9399999999996,3,4,4,344,11.0,Top
14059,267,1,23.4,1,1,1,111,3.0,Low
14060,5,43,1623.2999999999995,4,4,4,444,12.0,Top
14062,10,18,1140.2200000000005,4,3,4,434,11.0,Top
14064,30,18,218.71,3,3,3,333,9.0,Middle
14066,267,2,53.25,1,1,1,111,3.0,Low
14067,64,8,73.9,2,2,2,222,6.0,Middle
14068,321,5,67.80000000000001,1,2,2,122,5.0,Low
14071,4,70,296.92999999999995,4,4,3,443,11.0,Top
14073,33,3,30.94,3,1,1,311,5.0,Low
14075,5,12,222.12,4,3,3,433,10.0,Top
14076,130,8,21.79,2,2,1,221,5.0,Low
14077,79,11,111.27,2,3,2,232,7.0,Middle
14078,102,9,300.4,2,2,3,223,7.0,Middle
14079,125,3,46.55,2,1,1,211,4.0,Low
14081,303,16,98.90000000000002,1,3,2,132,6.0,Middle
14082,365,5,32.6,1,2,1,121,4.0,Low
14083,5,21,153.3,4,3,3,433,10.0,Top
14085,3,102,925.34,4,4,4,444,12.0,Top
14087,3,16,56.50999999999999,4,3,1,431,8.0,Middle
14088,11,141,11812.270000000002,4,4,4,444,12.0,Top
14089,57,4,79.45,2,1,2,212,5.0,Low
14092,8,34,634.5,4,4,4,444,12.0,Top
14093,13,16,91.34999999999998,4,3,2,432,9.0,Middle
14096,5,1055,13300.099999999993,4,4,4,444,12.0,Top
14098,37,6,18.26,3,2,1,321,6.0,Middle
14099,17,55,701.93,4,4,4,444,12.0,Top
14100,138,6,41.95,2,2,1,221,5.0,Low
14101,74,11,2191.94,2,3,4,234,9.0,Middle
14102,6,16,251.6,4,3,3,433,10.0,Top
14104,155,4,93.6,1,1,2,112,4.0,Low
14105,240,13,224.73,1,3,3,133,7.0,Middle
14107,52,24,498.16,2,4,4,244,10.0,Top
14108,31,4,85.98,3,1,2,312,6.0,Middle
14109,73,3,55.2,2,1,1,211,4.0,Low
14110,4,29,1367.9,4,4,4,444,12.0,Top
14112,23,30,537.9000000000002,3,4,4,344,11.0,Top
14113,4,6,106.8,4,2,2,422,8.0,Middle
14114,274,2,53.7,1,1,1,111,3.0,Low
14116,20,13,245.32,3,3,3,333,9.0,Middle
14117,144,1,30.0,1,1,1,111,3.0,Low
14121,4,32,631.12,4,4,4,444,12.0,Top
14124,85,2,118.08,2,1,2,212,5.0,Low
14125,11,29,443.07000000000016,4,4,4,444,12.0,Top
14126,11,2,29.4,4,1,1,411,6.0,Middle
14127,123,6,92.34,2,2,2,222,6.0,Middle
14128,61,12,184.22,2,3,3,233,8.0,Middle
14129,2,11,251.00000000000003,4,3,3,433,10.0,Top
14130,320,14,99.25,1,3,2,132,6.0,Middle
14132,3,41,757.98,4,4,4,444,12.0,Top
14133,130,8,187.92,2,2,3,223,7.0,Middle
14135,2,19,1035.24,4,3,4,434,11.0,Top
14138,2,12,327.29,4,3,3,433,10.0,Top
14139,47,5,66.24,3,2,2,322,7.0,Middle
14140,4,13,164.54999999999995,4,3,3,433,10.0,Top
14141,3,4,144.60000000000005,4,1,3,413,8.0,Middle
14145,47,3,1128.6,3,1,4,314,8.0,Middle
14146,9,48,823.6199999999999,4,4,4,444,12.0,Top
14147,286,1,136.0,1,1,2,112,4.0,Low
14148,234,1,127.5,1,1,2,112,4.0,Low
14149,221,3,50.39999999999999,1,1,1,111,3.0,Low
14150,36,8,163.6,3,2,3,323,8.0,Middle
14152,76,10,114.18,2,3,2,232,7.0,Middle
14154,240,11,214.7,1,3,3,133,7.0,Middle
14155,267,2,35.7,1,1,1,111,3.0,Low
14157,286,3,18.97,1,1,1,111,3.0,Low
14158,41,10,115.98,3,3,2,332,8.0,Middle
14159,20,223,837.3899999999996,3,4,4,344,11.0,Top
14161,216,12,70.44,1,3,2,132,6.0,Middle
14162,174,4,35.84999999999999,1,1,1,111,3.0,Low
14163,88,16,524.8399999999998,2,3,4,234,9.0,Middle
14164,81,4,131.4,2,1,2,212,5.0,Low
14165,276,9,49.48,1,2,1,121,4.0,Low
14167,40,13,167.95,3,3,3,333,9.0,Middle
14171,99,11,83.57,2,3,2,232,7.0,Middle
14173,11,5,53.68000000000001,4,2,1,421,7.0,Middle
14174,34,5,19.05,3,2,1,321,6.0,Middle
14175,60,34,707.59,2,4,4,244,10.0,Top
14176,298,5,88.0,1,2,2,122,5.0,Low
14177,96,9,68.30000000000001,2,2,2,222,6.0,Middle
14178,9,69,342.88999999999993,4,4,4,444,12.0,Top
14179,41,36,149.38000000000005,3,4,3,343,10.0,Top
14180,11,39,754.0000000000001,4,4,4,444,12.0,Top
14184,67,6,110.64,2,2,2,222,6.0,Middle
14185,332,1,165.0,1,1,3,113,5.0,Low
14188,31,15,422.4,3,3,4,334,10.0,Top
14189,3,54,987.9499999999997,4,4,4,444,12.0,Top
14191,2,48,896.0699999999997,4,4,4,444,12.0,Top
14193,68,8,157.2,2,2,3,223,7.0,Middle
14194,5,115,2343.4499999999994,4,4,4,444,12.0,Top
14195,253,1,100.8,1,1,2,112,4.0,Low
14196,107,2,244.8,2,1,3,213,6.0,Middle
14198,19,6,106.75,4,2,2,422,8.0,Middle
14201,61,7,113.18,2,2,2,222,6.0,Middle
14204,3,11,45.6,4,3,1,431,8.0,Middle
14205,17,6,113.7,4,2,2,422,8.0,Middle
14206,240,3,56.99999999999999,1,1,1,111,3.0,Low
14208,95,1,10.5,2,1,1,211,4.0,Low
14209,122,7,119.75,2,2,2,222,6.0,Middle
14210,106,22,397.04000000000013,2,4,4,244,10.0,Top
14211,54,16,299.82,2,3,3,233,8.0,Middle
14212,90,3,339.4,2,1,4,214,7.0,Middle
14214,171,11,196.59,1,3,3,133,7.0,Middle
14215,12,18,311.25,4,3,3,433,10.0,Top
14216,4,10,276.86,4,3,3,433,10.0,Top
14217,12,30,595.53,4,4,4,444,12.0,Top
14218,43,4,54.56,3,1,1,311,5.0,Low
14219,5,1,4.68,4,1,1,411,6.0,Middle
14220,248,8,307.2,1,2,3,123,6.0,Middle
14221,43,33,588.7899999999997,3,4,4,344,11.0,Top
14222,178,13,212.22,1,3,3,133,7.0,Middle
14223,93,8,111.92,2,2,2,222,6.0,Middle
14224,111,22,214.73,2,4,3,243,9.0,Middle
14226,30,13,461.2000000000001,3,3,4,334,10.0,Top
14227,27,33,677.8799999999999,3,4,4,344,11.0,Top
14229,52,8,313.98,2,2,3,223,7.0,Middle
14231,184,11,164.62,1,3,3,133,7.0,Middle
14232,43,23,475.26,3,4,4,344,11.0,Top
14233,50,6,174.76000000000005,3,2,3,323,8.0,Middle
14234,31,35,182.75,3,4,3,343,10.0,Top
14235,158,17,701.48,1,3,4,134,8.0,Middle
14236,81,3,33.84,2,1,1,211,4.0,Low
14239,44,21,507.06000000000006,3,3,4,334,10.0,Top
14240,31,5,80.16,3,2,2,322,7.0,Middle
14241,184,3,94.6,1,1,2,112,4.0,Low
14242,235,2,34.55,1,1,1,111,3.0,Low
14243,9,20,325.23,4,3,3,433,10.0,Top
14245,220,20,298.72,1,3,3,133,7.0,Middle
14246,111,12,233.14,2,3,3,233,8.0,Middle
14247,279,4,21.8,1,1,1,111,3.0,Low
14248,319,3,43.38,1,1,1,111,3.0,Low
14250,8,20,365.54,4,3,4,434,11.0,Top
14251,2,14,537.0,4,3,4,434,11.0,Top
14256,261,17,301.2999999999999,1,3,3,133,7.0,Middle
14257,124,18,358.75,2,3,4,234,9.0,Middle
14258,90,22,2687.34,2,4,4,244,10.0,Top
14259,142,1,15.9,1,1,1,111,3.0,Low
14261,51,8,256.5,3,2,3,323,8.0,Middle
14262,9,22,482.82000000000005,4,4,4,444,12.0,Top
14264,155,4,79.7,1,1,2,112,4.0,Low
14267,163,10,311.68,1,3,3,133,7.0,Middle
14270,332,6,111.3,1,2,2,122,5.0,Low
14271,226,1,11.9,1,1,1,111,3.0,Low
14272,74,7,86.30000000000003,2,2,2,222,6.0,Middle
14273,137,2,35.099999999999994,2,1,1,211,4.0,Low
14276,99,12,212.66,2,3,3,233,8.0,Middle
14280,197,2,20.94,1,1,1,111,3.0,Low
14282,4,36,781.22,4,4,4,444,12.0,Top
14284,31,6,109.45,3,2,2,322,7.0,Middle
14285,22,4,199.92,3,1,3,313,7.0,Middle
14286,24,64,1011.76,3,4,4,344,11.0,Top
14287,9,2,35.40000000000001,4,1,1,411,6.0,Middle
14288,214,4,80.7,1,1,2,112,4.0,Low
14289,9,8,178.2,4,2,3,423,9.0,Middle
14290,12,26,648.19,4,4,4,444,12.0,Top
14291,2,57,1054.14,4,4,4,444,12.0,Top
14292,8,19,793.6800000000002,4,3,4,434,11.0,Top
14293,4,5,84.36,4,2,2,422,8.0,Middle
14295,41,2,50.40000000000001,3,1,1,311,5.0,Low
14297,18,13,283.21,4,3,3,433,10.0,Top
14298,9,325,9798.259999999991,4,4,4,444,12.0,Top
14299,9,24,542.5599999999998,4,4,4,444,12.0,Top
14301,118,2,168.12,2,1,3,213,6.0,Middle
14304,223,5,96.5,1,2,2,122,5.0,Low
14305,72,19,364.63,2,3,4,234,9.0,Middle
14306,52,3,208.5,2,1,3,213,6.0,Middle
14307,89,34,566.8299999999998,2,4,4,244,10.0,Top
14309,9,27,671.6700000000002,4,4,4,444,12.0,Top
14311,243,6,96.55,1,2,2,122,5.0,Low
14312,47,16,262.54,3,3,3,333,9.0,Middle
14314,107,1,9.12,2,1,1,211,4.0,Low
14315,45,25,647.35,3,4,4,344,11.0,Top
14317,65,6,142.38,2,2,3,223,7.0,Middle
14320,333,7,93.09,1,2,2,122,5.0,Low
14321,11,24,271.92,4,4,3,443,11.0,Top
14323,115,13,208.08,2,3,3,233,8.0,Middle
14326,243,2,40.2,1,1,1,111,3.0,Low
14327,164,4,90.2,1,1,2,112,4.0,Low
14329,18,46,967.2800000000003,4,4,4,444,12.0,Top
14331,136,4,58.38,2,1,1,211,4.0,Low
14332,23,7,84.36000000000001,3,2,2,322,7.0,Middle
14333,68,2,29.1,2,1,1,211,4.0,Low
14334,94,35,596.5600000000002,2,4,4,244,10.0,Top
14336,17,17,342.82,4,3,4,434,11.0,Top
14338,197,3,59.6,1,1,2,112,4.0,Low
14339,243,4,116.1,1,1,2,112,4.0,Low
14340,219,3,65.4,1,1,2,112,4.0,Low
14341,46,23,363.03,3,4,4,344,11.0,Top
14342,22,5,169.56,3,2,3,323,8.0,Middle
14344,128,9,67.94,2,2,2,222,6.0,Middle
14345,39,2,32.85,3,1,1,311,5.0,Low
14346,121,13,274.36,2,3,3,233,8.0,Middle
14348,261,3,47.7,1,1,1,111,3.0,Low
14349,11,8,25.49,4,2,1,421,7.0,Middle
14350,275,3,31.86,1,1,1,111,3.0,Low
14351,165,1,51.0,1,1,1,111,3.0,Low
14352,235,8,236.6,1,2,3,123,6.0,Middle
14353,216,2,18.9,1,1,1,111,3.0,Low
14354,6,3,48.6,4,1,1,411,6.0,Middle
14356,80,9,138.46999999999997,2,2,3,223,7.0,Middle
14357,44,5,25.25,3,2,1,321,6.0,Middle
14359,20,11,189.3,3,3,3,333,9.0,Middle
